000,0.510000,0.510000,0.510000,0.510000,0.510000,0.510000
001,0.519992,0.519992,0.519992,0.519992,0.519992,0.519992
002,0.529968,0.529968,0.529968,0.529968,0.529968,0.529968
003,0.539920,0.539920,0.539920,0.539920,0.539920,0.539920
004,0.549841,0.549841,0.549841,0.549841,0.549841,0.549841
005,0.559722,0.559722,0.559722,0.559722,0.559722,0.559722
006,0.569555,0.569555,0.569555,0.569555,0.569555,0.569555
007,0.579335,0.579335,0.579335,0.579335,0.579335,0.579335
008,0.589052,0.589052,0.589052,0.589052,0.589052,0.589052
009,0.598700,0.598700,0.598700,0.598700,0.598700,0.598700
010,0.608273,0.608273,0.608273,0.608273,0.608273,0.608273
011,0.617763,0.617763,0.617763,0.617763,0.617763,0.617763
012,0.627164,0.627164,0.627164,0.627164,0.627164,0.627164
013,0.636470,0.636470,0.636470,0.636470,0.636470,0.636470
014,0.645675,0.645675,0.645675,0.645675,0.645675,0.645675
015,0.654773,0.654773,0.654773,0.654773,0.654773,0.654773
016,0.663759,0.663759,0.663759,0.663759,0.663759,0.663759
017,0.672628,0.672628,0.672628,0.672628,0.672628,0.672628
018,0.681376,0.681376,0.681376,0.681376,0.681376,0.681376
019,0.689997,0.689997,0.689997,0.689997,0.689997,0.689997
020,0.698489,0.698489,0.698489,0.698489,0.698489,0.698489
021,0.706847,0.706847,0.706847,0.706847,0.706847,0.706847
022,0.715067,0.715067,0.715067,0.715067,0.715067,0.715067
023,0.723147,0.723147,0.723147,0.723147,0.723147,0.723147
024,0.731085,0.731085,0.731085,0.731085,0.731085,0.731085
025,0.738877,0.738877,0.738877,0.738877,0.738877,0.738877
026,0.746521,0.746521,0.746521,0.746521,0.746521,0.746521
027,0.754016,0.754016,0.754016,0.754016,0.754016,0.754016
028,0.761361,0.761361,0.761361,0.761361,0.761361,0.761361
029,0.768553,0.768553,0.768553,0.768553,0.768553,0.768553
030,0.775593,0.775593,0.775593,0.775593,0.775593,0.775593
031,0.782479,0.782479,0.782479,0.782479,0.782479,0.782479
032,0.789211,0.789211,0.789211,0.789211,0.789211,0.789211
033,0.795789,0.795789,0.795789,0.795789,0.795789,0.795789
034,0.802214,0.802214,0.802214,0.802214,0.802214,0.802214
035,0.808484,0.808484,0.808484,0.808484,0.808484,0.808484
036,0.814602,0.814602,0.814602,0.814602,0.814602,0.814602
037,0.820568,0.820568,0.820568,0.820568,0.820568,0.820568
038,0.826383,0.826383,0.826383,0.826383,0.826383,0.826383
039,0.832048,0.832048,0.832048,0.832048,0.832048,0.832048
040,0.837565,0.837565,0.837565,0.837565,0.837565,0.837565
041,0.842934,0.842934,0.842934,0.842934,0.842934,0.842934
042,0.848158,0.848158,0.848158,0.848158,0.848158,0.848158
043,0.853239,0.853239,0.853239,0.853239,0.853239,0.853239
044,0.858178,0.858178,0.858178,0.858178,0.858178,0.858178
045,0.862978,0.862978,0.862978,0.862978,0.862978,0.862978
046,0.867640,0.867640,0.867640,0.867640,0.867640,0.867640
047,0.872167,0.872167,0.872167,0.872167,0.872167,0.872167
048,0.876561,0.876561,0.876561,0.876561,0.876561,0.876561
049,0.880825,0.880825,0.880825,0.880825,0.880825,0.880825
050,0.884961,0.884961,0.826383,0.490000,0.115039,0.115039
051,0.888971,0.888971,0.832048,0.500000,0.119175,0.111029
052,0.892859,0.892859,0.837565,0.510000,0.123439,0.107141
053,0.896626,0.896626,0.842934,0.519992,0.127833,0.103374
054,0.900276,0.900276,0.848158,0.529968,0.132360,0.099724
055,0.903810,0.903810,0.853239,0.539920,0.137022,0.096190
056,0.907233,0.907233,0.848158,0.549841,0.141822,0.092767
057,0.910545,0.910545,0.842934,0.559722,0.146761,0.089455
058,0.913751,0.913751,0.837565,0.569555,0.151842,0.086249
059,0.916852,0.916852,0.832048,0.579335,0.157066,0.083148
060,0.919851,0.919851,0.826383,0.589052,0.162435,0.080149
061,0.922751,0.922751,0.820568,0.598700,0.167952,0.077249
062,0.925555,0.925555,0.814602,0.608273,0.173617,0.074445
063,0.928265,0.928265,0.808484,0.617763,0.179432,0.071735
064,0.930884,0.930884,0.802214,0.627164,0.185398,0.069116
065,0.933414,0.933414,0.795789,0.636470,0.191516,0.066586
066,0.935858,0.935858,0.789211,0.645675,0.197786,0.064142
067,0.938218,0.938218,0.782479,0.654773,0.204211,0.061782
068,0.940496,0.940496,0.775593,0.663759,0.210789,0.059504
069,0.942696,0.942696,0.768553,0.672628,0.217521,0.057304
070,0.944819,0.944819,0.761361,0.681376,0.224407,0.055181
071,0.946868,0.946868,0.754016,0.689997,0.231447,0.053132
072,0.948845,0.948845,0.746521,0.698489,0.238639,0.051155
073,0.950752,0.950752,0.738877,0.706847,0.245984,0.049248
074,0.952592,0.952592,0.731085,0.715067,0.253479,0.047408
075,0.954366,0.954366,0.723147,0.723147,0.261123,0.045634
076,0.956077,0.956077,0.715067,0.715067,0.268915,0.043923
077,0.957727,0.957727,0.706847,0.706847,0.276853,0.042273
078,0.959317,0.959317,0.698489,0.698489,0.284933,0.040683
079,0.960850,0.960850,0.689997,0.689997,0.293153,0.039150
080,0.962328,0.962328,0.681376,0.681376,0.301511,0.037672
081,0.963752,0.963752,0.672628,0.672628,0.310003,0.036248
082,0.965123,0.965123,0.663759,0.663759,0.318624,0.034877
083,0.966445,0.966445,0.654773,0.654773,0.327372,0.033555
084,0.967719,0.967719,0.645675,0.645675,0.336241,0.032281
085,0.968945,0.968945,0.636470,0.636470,0.345227,0.031055
086,0.970127,0.970127,0.627164,0.627164,0.354325,0.029873
087,0.971265,0.971265,0.617763,0.617763,0.363530,0.028735
088,0.972360,0.972360,0.608273,0.608273,0.372836,0.027640
089,0.973415,0.973415,0.598700,0.598700,0.382237,0.026585
090,0.974431,0.974431,0.589052,0.589052,0.391727,0.025569
091,0.975409,0.975409,0.579335,0.579335,0.401300,0.024591
092,0.976351,0.976351,0.569555,0.569555,0.410948,0.023649
093,0.977257,0.977257,0.559722,0.559722,0.420665,0.022743
094,0.978130,0.978130,0.549841,0.549841,0.430445,0.021870
095,0.978969,0.978969,0.539920,0.539920,0.440278,0.021031
096,0.979777,0.979777,0.529968,0.529968,0.450159,0.020223
097,0.980555,0.980555,0.519992,0.519992,0.460080,0.019445
098,0.981303,0.981303,0.510000,0.510000,0.470032,0.018697
099,0.982023,0.982023,0.500000,0.500000,0.480008,0.017977
100,0.982716,0.982716,0.430397,0.253321,0.110867,0.000308
101,0.983383,0.983383,0.420619,0.245829,0.106985,0.000285
102,0.984024,0.984024,0.410901,0.238488,0.103222,0.000263
103,0.984641,0.984641,0.401253,0.231299,0.099578,0.000242
104,0.985234,0.985234,0.391681,0.224262,0.096048,0.000224
105,0.985805,0.985805,0.382192,0.217379,0.092630,0.000207
106,0.986354,0.986354,0.363478,0.210650,0.089322,0.000191
107,0.986882,0.986882,0.345169,0.204075,0.086121,0.000176
108,0.987390,0.987390,0.327308,0.197654,0.083024,0.000163
109,0.987879,0.987879,0.309934,0.191387,0.080029,0.000150
110,0.988348,0.988348,0.293080,0.185272,0.077132,0.000138
111,0.988800,0.988800,0.276776,0.179309,0.074332,0.000128
112,0.989235,0.989235,0.261043,0.173497,0.071626,0.000118
113,0.989652,0.989652,0.245900,0.167835,0.069011,0.000109
114,0.990054,0.990054,0.231361,0.162322,0.066485,0.000101
115,0.990441,0.990441,0.217434,0.156956,0.064044,0.000093
116,0.990812,0.990812,0.204122,0.151734,0.061688,0.000086
117,0.991169,0.991169,0.191426,0.146657,0.059412,0.000079
118,0.991512,0.991512,0.179342,0.141720,0.057216,0.000073
119,0.991843,0.991843,0.167862,0.136924,0.055096,0.000067
